TransactionID,CustomerID,Date,ProductID,Price,Qty,TotalAmount,StoreID,Age,Gender,Marital Status,Income,Product Name,StoreName,GroupStore,Type,Latitude,Longitude
TR40627,101,03/02/2022,P9,10000,7,70000,12,61.0,1.0,Married,"54,2",Yoghurt,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR59571,376,03/02/2022,P5,4200,5,21000,11,44.0,0.0,Married,"14,65",Thai Tea,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR61442,268,03/02/2022,P4,12000,3,36000,1,49.0,1.0,Single,"5,18",Potato Chip,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR67712,405,03/02/2022,P1,8800,4,35200,6,18.0,0.0,Single,0,Choco Bar,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR72053,28,03/02/2022,P3,7500,6,45000,12,55.0,0.0,Married,"6,08",Crackers,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR74533,257,03/02/2022,P3,7500,2,15000,2,60.0,0.0,Married,"4,25",Crackers,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR80734,147,03/02/2022,P5,4200,5,21000,13,59.0,1.0,Married,"8,02",Thai Tea,Buana,Buana,General Trade,"-1,26916","116,825264"
TR96876,381,03/02/2022,P2,3200,4,12800,11,39.0,0.0,Married,"6,92",Ginger Candy ,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR97709,189,03/02/2022,P3,7500,3,22500,10,59.0,1.0,Single,"5,15",Crackers,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR97763,406,03/02/2022,P1,8800,10,88000,3,38.0,1.0,Married,"8,64",Choco Bar,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR16875,218,04/02/2022,P2,3200,5,16000,1,29.0,0.0,Married,"3,52",Ginger Candy ,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR2859,226,04/02/2022,P1,8800,6,52800,8,18.0,0.0,Single,0,Choco Bar,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR29286,306,04/02/2022,P6,18000,2,36000,5,49.0,0.0,Married,"16,52",Cashew,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR37417,53,04/02/2022,P9,10000,5,50000,8,32.0,0.0,Married,"7,36",Yoghurt,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR42721,128,04/02/2022,P4,12000,1,12000,14,0.0,1.0,Married,"6,77",Potato Chip,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR5327,128,04/02/2022,P8,16000,2,32000,13,0.0,1.0,Married,"6,77",Oat,Buana,Buana,General Trade,"-1,26916","116,825264"
TR56306,395,04/02/2022,P5,4200,4,16800,3,28.0,0.0,Married,"3,39",Thai Tea,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR57094,289,04/02/2022,P9,10000,2,20000,14,29.0,0.0,Married,"2,37",Yoghurt,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR65344,54,04/02/2022,P3,7500,3,22500,1,42.0,0.0,Single,"9,68",Crackers,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR65958,54,04/02/2022,P1,8800,3,26400,2,42.0,0.0,Single,"9,68",Choco Bar,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR70798,428,04/02/2022,P3,7500,4,30000,12,60.0,1.0,Married,"4,49",Crackers,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR72427,66,04/02/2022,P10,15000,4,60000,13,37.0,1.0,Married,"3,04",Cheese Stick,Buana,Buana,General Trade,"-1,26916","116,825264"
TR74375,220,04/02/2022,P5,4200,5,21000,12,45.0,0.0,Married,"16,35",Thai Tea,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR78838,205,04/02/2022,P2,3200,5,16000,12,46.0,0.0,Married,"3,83",Ginger Candy ,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR88072,60,04/02/2022,P8,16000,2,32000,13,56.0,0.0,Married,"10,61",Oat,Buana,Buana,General Trade,"-1,26916","116,825264"
TR96454,379,04/02/2022,P2,3200,5,16000,8,48.0,1.0,Married,"17,74",Ginger Candy ,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR96549,252,04/02/2022,P5,4200,4,16800,3,18.0,1.0,Single,0,Thai Tea,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR10270,215,05/02/2022,P3,7500,2,15000,14,25.0,0.0,Single,"5,54",Crackers,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR13539,360,05/02/2022,P6,18000,2,36000,6,54.0,0.0,Married,"35,78",Cashew,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR32416,263,05/02/2022,P5,4200,3,12600,12,40.0,1.0,Married,"10,21",Thai Tea,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR3677,258,05/02/2022,P4,12000,2,24000,6,51.0,0.0,Married,"12,57",Potato Chip,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR54480,417,05/02/2022,P1,8800,8,70400,4,47.0,1.0,Married,"12,75",Choco Bar,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR60591,363,05/02/2022,P4,12000,4,48000,12,35.0,0.0,Married,"6,05",Potato Chip,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR64239,43,05/02/2022,P9,10000,6,60000,8,53.0,0.0,Married,"16,64",Yoghurt,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR66377,156,05/02/2022,P5,4200,4,16800,8,44.0,0.0,Married,"3,87",Thai Tea,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR74879,28,05/02/2022,P5,4200,4,16800,4,55.0,0.0,Married,"6,08",Thai Tea,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR80509,39,05/02/2022,P2,3200,5,16000,4,66.0,1.0,Married,"6,19",Ginger Candy ,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR94902,127,05/02/2022,P10,15000,2,30000,9,27.0,0.0,Married,"2,07",Cheese Stick,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR98495,347,05/02/2022,P6,18000,3,54000,2,26.0,1.0,Single,"3,69",Cashew,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR99046,122,05/02/2022,P8,16000,2,32000,2,26.0,1.0,Single,"0,14",Oat,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR17748,92,06/02/2022,P6,18000,3,54000,1,60.0,0.0,Married,"10,72",Cashew,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR21924,214,06/02/2022,P7,9400,5,47000,4,52.0,0.0,Married,"13,14",Coffee Candy,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR23421,399,06/02/2022,P9,10000,2,20000,7,52.0,1.0,Single,"33,77",Yoghurt,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR28621,63,06/02/2022,P8,16000,3,48000,9,58.0,0.0,Married,"10,78",Oat,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR34922,380,06/02/2022,P8,16000,1,16000,8,40.0,0.0,Married,"5,77",Oat,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR39097,400,06/02/2022,P1,8800,5,44000,10,23.0,1.0,Single,"2,79",Choco Bar,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR39263,157,06/02/2022,P8,16000,3,48000,2,44.0,0.0,Single,"2,52",Oat,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR48375,193,06/02/2022,P2,3200,5,16000,7,42.0,0.0,Married,"20,64",Ginger Candy ,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR73408,346,06/02/2022,P3,7500,1,7500,14,62.0,0.0,Married,"5,08",Crackers,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR82154,303,06/02/2022,P1,8800,7,61600,5,45.0,0.0,Married,"10,34",Choco Bar,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR83612,435,06/02/2022,P5,4200,4,16800,5,29.0,1.0,Married,"3,61",Thai Tea,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR85850,56,06/02/2022,P8,16000,2,32000,6,20.0,1.0,Single,1,Oat,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR89135,72,06/02/2022,P7,9400,3,28200,7,26.0,0.0,Single,"1,81",Coffee Candy,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR97622,277,06/02/2022,P9,10000,7,70000,5,60.0,1.0,Married,"9,38",Yoghurt,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR16565,285,07/02/2022,P7,9400,3,28200,11,20.0,0.0,Single,0,Coffee Candy,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR17222,32,07/02/2022,P6,18000,2,36000,7,34.0,0.0,Married,"10,96",Cashew,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR55079,202,07/02/2022,P9,10000,6,60000,2,28.0,0.0,Married,"4,53",Yoghurt,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR5564,60,07/02/2022,P8,16000,1,16000,6,56.0,0.0,Married,"10,61",Oat,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR60441,304,07/02/2022,P3,7500,4,30000,10,34.0,0.0,Single,"8,55",Crackers,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR65477,413,07/02/2022,P8,16000,3,48000,5,31.0,0.0,Married,"8,8",Oat,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR7048,60,07/02/2022,P7,9400,4,37600,10,56.0,0.0,Married,"10,61",Coffee Candy,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR71116,247,07/02/2022,P4,12000,5,60000,12,33.0,1.0,Married,"8,11",Potato Chip,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR84670,380,07/02/2022,P2,3200,4,12800,2,40.0,0.0,Married,"5,77",Ginger Candy ,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR23384,69,08/02/2022,P2,3200,7,22400,5,26.0,0.0,Single,"2,84",Ginger Candy ,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR25004,23,08/02/2022,P1,8800,6,52800,9,57.0,1.0,Married,"12,56",Choco Bar,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR31235,369,08/02/2022,P7,9400,6,56400,12,32.0,0.0,Married,"10,62",Coffee Candy,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR34015,161,08/02/2022,P6,18000,3,54000,12,41.0,0.0,Married,"20,02",Cashew,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR43653,108,08/02/2022,P2,3200,7,22400,4,25.0,0.0,Single,"6,87",Ginger Candy ,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR44851,105,08/02/2022,P1,8800,9,79200,12,61.0,0.0,Married,"7,54",Choco Bar,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR4647,421,08/02/2022,P4,12000,2,24000,9,35.0,0.0,Married,"9,01",Potato Chip,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR48277,420,08/02/2022,P2,3200,4,12800,13,48.0,1.0,Single,"6,01",Ginger Candy ,Buana,Buana,General Trade,"-1,26916","116,825264"
TR56420,341,08/02/2022,P5,4200,3,12600,10,43.0,1.0,Married,"3,24",Thai Tea,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR80968,251,08/02/2022,P1,8800,8,70400,11,45.0,1.0,Married,"3,38",Choco Bar,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR96509,298,08/02/2022,P9,10000,7,70000,12,38.0,1.0,Married,"8,99",Yoghurt,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR15206,367,09/02/2022,P2,3200,4,12800,5,43.0,0.0,Married,"10,96",Ginger Candy ,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR24859,231,09/02/2022,P9,10000,5,50000,3,51.0,1.0,Married,"16,59",Yoghurt,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR29752,159,09/02/2022,P4,12000,3,36000,1,53.0,1.0,Married,"13,65",Potato Chip,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR4437,101,09/02/2022,P5,4200,3,12600,3,61.0,1.0,Married,"54,2",Thai Tea,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR46491,44,09/02/2022,P7,9400,2,18800,6,40.0,0.0,Married,"10,65",Coffee Candy,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR46598,412,09/02/2022,P6,18000,4,72000,3,18.0,1.0,Single,0,Cashew,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR52103,296,09/02/2022,P8,16000,2,32000,11,38.0,1.0,Single,"3,18",Oat,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR54439,189,09/02/2022,P5,4200,3,12600,7,59.0,1.0,Single,"5,15",Thai Tea,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR71178,98,09/02/2022,P10,15000,1,15000,2,56.0,0.0,Married,"14,54",Cheese Stick,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR71502,213,09/02/2022,P5,4200,5,21000,2,24.0,1.0,Single,"5,72",Thai Tea,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR73369,76,09/02/2022,P5,4200,2,8400,13,38.0,1.0,Married,"7,88",Thai Tea,Buana,Buana,General Trade,"-1,26916","116,825264"
TR7578,21,09/02/2022,P2,3200,3,9600,11,52.0,0.0,Married,"12,72",Ginger Candy ,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR76267,120,09/02/2022,P1,8800,5,44000,6,30.0,0.0,Married,"2,48",Choco Bar,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR81230,186,09/02/2022,P2,3200,7,22400,10,34.0,1.0,Married,"4,02",Ginger Candy ,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR83655,17,09/02/2022,P5,4200,5,21000,3,35.0,0.0,Married,"3,14",Thai Tea,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR87252,279,09/02/2022,P5,4200,2,8400,3,62.0,0.0,Married,"5,35",Thai Tea,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR87762,93,09/02/2022,P2,3200,3,9600,8,32.0,0.0,Married,"4,85",Ginger Candy ,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR94959,201,09/02/2022,P5,4200,2,8400,1,57.0,0.0,Married,"6,87",Thai Tea,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR16271,396,10/02/2022,P10,15000,2,30000,9,36.0,1.0,Married,"9,18",Cheese Stick,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR21798,83,10/02/2022,P9,10000,5,50000,11,34.0,1.0,Married,"10,88",Yoghurt,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR32721,102,10/02/2022,P6,18000,3,54000,2,39.0,0.0,Married,"6,44",Cashew,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR33187,300,10/02/2022,P4,12000,1,12000,4,25.0,1.0,Single,"4,22",Potato Chip,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR45401,31,10/02/2022,P7,9400,4,37600,12,38.0,0.0,Married,"9,61",Coffee Candy,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR49791,287,10/02/2022,P1,8800,8,70400,7,36.0,0.0,Single,"3,7",Choco Bar,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR60921,108,10/02/2022,P8,16000,1,16000,5,25.0,0.0,Single,"6,87",Oat,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR72115,97,10/02/2022,P10,15000,4,60000,4,51.0,1.0,Married,"20,22",Cheese Stick,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR80958,395,10/02/2022,P3,7500,5,37500,6,28.0,0.0,Married,"3,39",Crackers,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR8134,5,10/02/2022,P5,4200,5,21000,14,58.0,1.0,Married,"3,57",Thai Tea,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR83719,184,10/02/2022,P8,16000,3,48000,4,33.0,0.0,Single,"13,93",Oat,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR83736,273,10/02/2022,P9,10000,5,50000,1,27.0,1.0,Married,"3,32",Yoghurt,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR99028,407,10/02/2022,P8,16000,1,16000,12,53.0,1.0,Married,"9,27",Oat,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR12602,338,11/02/2022,P2,3200,7,22400,2,46.0,1.0,Married,"5,12",Ginger Candy ,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR26510,39,11/02/2022,P1,8800,7,61600,6,66.0,1.0,Married,"6,19",Choco Bar,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR27425,17,11/02/2022,P7,9400,5,47000,11,35.0,0.0,Married,"3,14",Coffee Candy,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR29921,228,11/02/2022,P6,18000,2,36000,7,46.0,0.0,Married,"11,31",Cashew,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR34337,167,11/02/2022,P9,10000,3,30000,5,28.0,1.0,Married,"2,91",Yoghurt,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR34779,379,11/02/2022,P1,8800,9,79200,8,48.0,1.0,Married,"17,74",Choco Bar,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR35259,66,11/02/2022,P7,9400,6,56400,14,37.0,1.0,Married,"3,04",Coffee Candy,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR43325,444,11/02/2022,P8,16000,1,16000,11,53.0,0.0,Married,"15,31",Oat,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR5219,143,11/02/2022,P8,16000,2,32000,11,25.0,1.0,Single,"2,87",Oat,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR54004,336,11/02/2022,P3,7500,4,30000,4,51.0,0.0,Single,"10,84",Crackers,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR58429,39,11/02/2022,P5,4200,5,21000,3,66.0,1.0,Married,"6,19",Thai Tea,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR58559,164,11/02/2022,P8,16000,2,32000,5,18.0,1.0,Single,0,Oat,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR68369,99,11/02/2022,P4,12000,3,36000,8,40.0,0.0,Married,"8,47",Potato Chip,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR78052,418,11/02/2022,P5,4200,5,21000,5,45.0,0.0,Single,"23,84",Thai Tea,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR91786,86,11/02/2022,P5,4200,4,16800,13,60.0,1.0,Married,"9,54",Thai Tea,Buana,Buana,General Trade,"-1,26916","116,825264"
TR35051,429,12/02/2022,P6,18000,2,36000,11,37.0,1.0,Married,"8,97",Cashew,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR37109,335,12/02/2022,P7,9400,4,37600,3,29.0,1.0,Single,"4,74",Coffee Candy,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR54531,292,12/02/2022,P10,15000,2,30000,13,31.0,0.0,Single,"9,57",Cheese Stick,Buana,Buana,General Trade,"-1,26916","116,825264"
TR56104,222,12/02/2022,P5,4200,4,16800,12,45.0,0.0,Married,"15,03",Thai Tea,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR60213,386,12/02/2022,P3,7500,3,22500,9,33.0,0.0,Married,"6,95",Crackers,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR7436,341,12/02/2022,P8,16000,1,16000,3,43.0,1.0,Married,"3,24",Oat,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR85229,270,12/02/2022,P9,10000,3,30000,3,49.0,1.0,Married,"8,81",Yoghurt,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR88303,109,12/02/2022,P8,16000,1,16000,1,35.0,1.0,Married,"10,04",Oat,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR88968,171,12/02/2022,P5,4200,3,12600,14,40.0,0.0,Married,"10,05",Thai Tea,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR90253,424,12/02/2022,P9,10000,6,60000,14,38.0,0.0,Married,"10,06",Yoghurt,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR90705,369,12/02/2022,P2,3200,5,16000,14,32.0,0.0,Married,"10,62",Ginger Candy ,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR15329,362,13/02/2022,P8,16000,2,32000,2,25.0,0.0,Single,"7,47",Oat,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR18434,244,13/02/2022,P9,10000,3,30000,3,21.0,1.0,Single,"3,64",Yoghurt,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR3900,443,13/02/2022,P6,18000,2,36000,7,,,,,Cashew,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR41200,146,13/02/2022,P2,3200,5,16000,4,27.0,0.0,Married,"3,16",Ginger Candy ,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR41341,292,13/02/2022,P9,10000,3,30000,7,31.0,0.0,Single,"9,57",Yoghurt,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR65384,355,13/02/2022,P10,15000,3,45000,3,19.0,1.0,Single,0,Cheese Stick,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR7290,353,13/02/2022,P7,9400,2,18800,9,25.0,0.0,Single,"1,32",Coffee Candy,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR78942,165,13/02/2022,P1,8800,2,17600,14,44.0,1.0,Married,"14,58",Choco Bar,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR8095,67,13/02/2022,P10,15000,1,15000,3,19.0,0.0,Single,0,Cheese Stick,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR80959,115,13/02/2022,P8,16000,3,48000,10,39.0,0.0,Married,"5,07",Oat,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR82012,274,13/02/2022,P5,4200,3,12600,5,48.0,0.0,Married,"11,99",Thai Tea,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR83201,261,13/02/2022,P5,4200,5,21000,8,46.0,0.0,Single,"5,89",Thai Tea,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR98055,352,13/02/2022,P2,3200,4,12800,8,69.0,0.0,Single,"6,15",Ginger Candy ,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR14949,22,14/02/2022,P4,12000,4,48000,5,34.0,0.0,Single,"9,91",Potato Chip,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR16538,153,14/02/2022,P10,15000,3,45000,3,36.0,1.0,Married,"9,54",Cheese Stick,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR31406,237,14/02/2022,P3,7500,3,22500,13,35.0,1.0,Married,"8,14",Crackers,Buana,Buana,General Trade,"-1,26916","116,825264"
TR31647,152,14/02/2022,P6,18000,2,36000,4,59.0,1.0,Married,"10,68",Cashew,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR4200,196,14/02/2022,P8,16000,3,48000,3,34.0,0.0,Married,"3,17",Oat,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR45517,43,14/02/2022,P6,18000,4,72000,3,53.0,0.0,Married,"16,64",Cashew,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR46450,162,14/02/2022,P1,8800,5,44000,11,49.0,0.0,Married,"11,46",Choco Bar,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR5293,233,14/02/2022,P10,15000,4,60000,6,43.0,1.0,Married,"5,69",Cheese Stick,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR67146,310,14/02/2022,P3,7500,6,45000,2,23.0,0.0,Married,"4,17",Crackers,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR67365,232,14/02/2022,P10,15000,2,30000,1,62.0,0.0,Married,"7,32",Cheese Stick,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR8299,305,14/02/2022,P5,4200,5,21000,5,29.0,1.0,Married,"4,08",Thai Tea,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR84220,380,14/02/2022,P8,16000,3,48000,14,40.0,0.0,Married,"5,77",Oat,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR88291,84,14/02/2022,P3,7500,5,37500,9,54.0,0.0,Married,"18,12",Crackers,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR25493,131,15/02/2022,P3,7500,4,30000,13,25.0,0.0,Single,"7,12",Crackers,Buana,Buana,General Trade,"-1,26916","116,825264"
TR33463,45,15/02/2022,P10,15000,5,75000,6,53.0,0.0,Married,"9,25",Cheese Stick,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR38558,308,15/02/2022,P2,3200,6,19200,11,45.0,0.0,Married,"10,72",Ginger Candy ,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR40808,73,15/02/2022,P7,9400,3,28200,14,53.0,0.0,Married,"13,71",Coffee Candy,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR41300,57,15/02/2022,P9,10000,7,70000,3,33.0,1.0,Married,"6,5",Yoghurt,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR54172,365,15/02/2022,P10,15000,3,45000,7,28.0,0.0,Single,"6,05",Cheese Stick,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR58624,445,15/02/2022,P7,9400,6,56400,1,51.0,0.0,Married,"14,48",Coffee Candy,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR6251,174,15/02/2022,P5,4200,4,16800,6,45.0,1.0,Married,"17,34",Thai Tea,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR66239,443,15/02/2022,P5,4200,5,21000,14,,,,,Thai Tea,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR75389,73,15/02/2022,P5,4200,4,16800,7,53.0,0.0,Married,"13,71",Thai Tea,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR82838,101,15/02/2022,P10,15000,4,60000,9,61.0,1.0,Married,"54,2",Cheese Stick,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR93127,311,15/02/2022,P6,18000,1,18000,6,61.0,1.0,Married,"7,64",Cashew,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR12915,376,16/02/2022,P9,10000,4,40000,14,44.0,0.0,Married,"14,65",Yoghurt,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR1540,279,16/02/2022,P9,10000,6,60000,1,62.0,0.0,Married,"5,35",Yoghurt,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR28806,109,16/02/2022,P1,8800,5,44000,13,35.0,1.0,Married,"10,04",Choco Bar,Buana,Buana,General Trade,"-1,26916","116,825264"
TR38231,384,16/02/2022,P9,10000,7,70000,12,59.0,1.0,Married,"4,42",Yoghurt,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
